Person_ID,RD_No,Crash_Date,Crash_Location,Victim,Longitude,Latitude,Location
O699223,JC353600,07/28/2019 02:13:00 AM,3529 N HALSTED ST,DRIVER,-87.64930836,41.94632714,POINT (-87.64930836 41.94632714)
P258673,JE321561,07/31/2021 10:50:00 PM,7300 S RACINE AVE,PASSENGER,-87.65416583,41.76136917,POINT (-87.65416583 41.76136917)
O853602,JD170887,03/02/2020 02:07:00 AM,700 N LASALLE DR,DRIVER,-87.63282,41.89485,POINT (-87.63282 41.89485)
O775752,JC500358,11/06/2019 06:58:00 AM,3800 N MILWAUKEE AVE,CYCLIST,-87.74195,41.94999,POINT (-87.74195 41.94999)
O1304767,JF185594,03/24/2022 10:06:00 PM,7464 N SHERIDAN RD,CYCLIST,-87.66583922,42.01807519,POINT (-87.66583922 42.01807519)
O1133286,JE290581,07/05/2021 01:50:00 AM,1109 S INDEPENDENCE BLVD,DRIVER,-87.71942404,41.86774523,POINT (-87.71942404 41.86774523)
O1119787,JE268858,06/17/2021 01:32:00 AM,1550 N LAKE SHORE DR,DRIVER,-87.6239874,41.90250032,POINT (-87.6239874 41.90250032)
O992235,JD427835,11/11/2020 01:48:00 AM,5983 W JACKSON BLVD,DRIVER,-87.77393,41.876374,POINT (-87.77393 41.876374)
O1379539,JF319225,07/16/2022 12:53:00 PM,10730 S VINCENNES AVE,DRIVER,-87.65920347,41.69858237,POINT (-87.65920347 41.69858237)
O1289162,JF157310,02/27/2022 01:15:00 AM,4533 W NORTH AVE,DRIVER,-87.74021558,41.90958979,POINT (-87.74021558 41.90958979)
O975453,JD396662,10/12/2020 07:35:00 AM,5800 N PULASKI RD,DRIVER,-87.72866342,41.98592799,POINT (-87.72866342 41.98592799)
O556614,JC103230,01/03/2019 03:01:00 PM,4400 N CENTRAL AVE,PEDESTRIAN,-87.76739,41.960528,POINT (-87.76739 41.960528)
O740769,JC436945,09/17/2019 12:00:00 AM,530 N LA SALLE DR,PEDESTRIAN,-87.63273,41.891682,POINT (-87.63273 41.891682)
O1306483,JF188687,03/27/2022 10:35:00 PM,3350 S KEDZIE AVE,PEDESTRIAN,-87.7048204,41.8319601,POINT (-87.7048204 41.8319601)
O1140174,JE301950,07/15/2021 03:46:00 AM,8120 S HOUSTON,PEDESTRIAN,-87.55054085,41.74765213,POINT (-87.55054085 41.74765213)
O1194219,JE390072,09/28/2021 09:50:00 AM,8106 S RACINE AVE,PEDESTRIAN,-87.65378117,41.74659471,POINT (-87.65378117 41.74659471)
P205530,JD264551,06/15/2020 07:07:00 AM,3739 W HARRISON ST,PASSENGER,-87.71973354,41.87340547,POINT (-87.71973354 41.87340547)
O1389413,JF336725,07/29/2022 09:00:00 PM,425 W 103RD,MOTORCYCLIST,-87.63662176,41.70710702,POINT (-87.63662176 41.70710702)
O805341,JC547392,12/15/2019 05:00:00 AM,400 W POLK ST,DRIVER,-87.63771,41.872159,POINT (-87.63771 41.872159)
P217433,JD358180,09/06/2020 04:27:00 AM,3000 S LAKE SHORE DR SB,PASSENGER,-87.60938,41.839965,POINT (-87.60938 41.839965)
O1026070,JE115384,01/17/2021 11:40:00 AM,200 W 98TH PL,DRIVER,-87.62868,41.716313,POINT (-87.62868 41.716313)
O1093089,JE217785,05/03/2021 01:58:00 AM,2145 N ASHLAND AVE,DRIVER,-87.66841182,41.92107916,POINT (-87.66841182 41.92107916)
O573953,JC124927,01/21/2019 08:56:00 PM,10355 S KEDZIE AVE,DRIVER,-87.70114,41.704506,POINT (-87.70114 41.704506)
O1245790,JE476125,12/13/2021 02:11:00 PM,601 E 75TH ST,PEDESTRIAN,-87.61019211,41.75837658,POINT (-87.61019211 41.75837658)
O814537,JD101193,01/01/2020 11:18:00 PM,1448 W 112TH PL,DRIVER,-87.65875,41.689427,POINT (-87.65875 41.689427)
O989412,JD422346,11/05/2020 11:05:00 PM,4033 W FULLERTON AVE,MOTORCYCLIST,-87.72813,41.924359,POINT (-87.72813 41.924359)
O1164310,JE341406,08/18/2021 11:09:00 AM,3151 W ROOSEVELT RD,PEDESTRIAN,-87.70518242,41.86630403,POINT (-87.70518242 41.86630403)
O1236022,JE459806,11/29/2021 01:06:00 AM,733 W 25TH ST,DRIVER,-87.64505542,41.84685372,POINT (-87.64505542 41.84685372)
O1369140,JF299101,07/29/2022 06:45:00 PM,2722 W 23RD ST,PEDESTRIAN,-87.69390769,41.85021161,POINT (-87.69390769 41.85021161)
P229718,JD469602,12/26/2020 03:12:00 AM,300 E 63RD ST,DRIVER,-87.61882,41.780291,POINT (-87.61882 41.780291)
O929442,JD316892,07/31/2020 10:40:00 PM,457 W 76TH ST,DRIVER,-87.63672,41.756109,POINT (-87.63672 41.756109)
O580145,JC142493,02/06/2019 03:35:00 PM,4325 W NORTH AVE,PEDESTRIAN,-87.73482,41.909665,POINT (-87.73482 41.909665)
O1170318,JE351366,08/26/2021 02:30:00 AM,4601 W NORTH AVE,DRIVER,-87.74142821,41.90957303,POINT (-87.74142821 41.90957303)
O1168211,JE347934,08/24/2021 05:29:00 AM,3335 E 79TH ST,DRIVER,-87.70619524,41.74957132,POINT (-87.70619524 41.74957132)
O682953,JC328580,06/30/2019 12:00:00 PM,9859 S VAN VLISSINGEN RD,PEDESTRIAN,-87.5742,41.715622,POINT (-87.5742 41.715622)
O1404127,JF366819,08/23/2022 01:40:00 AM,6699 N WESTERN AVE,PEDESTRIAN,-87.68987491,42.00309981,POINT (-87.68987491 42.00309981)
,X202000000000,03/18/2020 04:14:00 PM,REPORTED BY ROSEMONT POLICE DEPARTMENT,DRIVER,-87.88940645,41.99921279,POINT (-87.88940645 41.99921279)
O1346204,JF258108,05/27/2022 07:01:00 PM,3032 W NORTH AVE,PEDESTRIAN,-87.70351003,41.91027069,POINT (-87.70351003 41.91027069)
O1295383,JF168894,03/10/2022 03:00:00 AM,5026 S LAKE SHORE DR,DRIVER,-87.58211308,41.80357874,POINT (-87.58211308 41.80357874)
O1127533,JE281116,06/27/2021 10:54:00 AM,5211 S ASHLAND AVE,DRIVER,-87.66457483,41.79912388,POINT (-87.66457483 41.79912388)
O1413212,JF383264,09/04/2022 08:10:00 PM,730 S CICERO AVE,PEDESTRIAN,-87.74507283,41.87124253,POINT (-87.74507283 41.87124253)
O876584,JD217176,04/25/2020 08:34:00 PM,4125 W 31ST ST,PEDESTRIAN,-87.72793,41.836731,POINT (-87.72793 41.836731)
O901181,JD266929,06/17/2020 12:53:00 PM,3958 W IOWA ST,DRIVER,-87.72607,41.897309,POINT (-87.72607 41.897309)
O1191393,JE386290,09/24/2021 10:47:00 PM,4917 N MILWAUKEE AVE,PEDESTRIAN,-87.76259589,41.97018002,POINT (-87.76259589 41.97018002)
P209357,JD293557,07/11/2020 06:41:00 AM,2558 W PETERSON AVE,PASSENGER,-87.69447,41.990581,POINT (-87.69447 41.990581)
O655675,JC279043,05/26/2019 04:09:00 AM,12521 W TOUHY AVE,PEDESTRIAN,-87.93398,42.008058,POINT (-87.93398 42.008058)
O1214558,JE424786,10/27/2021 08:34:00 PM,505 N LAKE SHORE DR,CYCLIST,-87.61410753,41.89127929,POINT (-87.61410753 41.89127929)
O620618,JC216301,04/08/2019 12:34:00 PM,3610 W GRAND AVE,PEDESTRIAN,-87.71723256,41.90264416,POINT (-87.71723256 41.90264416)
O1054638,JE161160,03/06/2021 05:05:00 PM,6129 S PULASKI RD,CYCLIST,-87.72269,41.781429,POINT (-87.72269 41.781429)
O1077069,JE200252,04/15/2021 03:03:00 AM,11400 S WENTWORTH AVE,PEDESTRIAN,-87.62788504,41.68705376,POINT (-87.62788504 41.68705376)
O1104879,JE243532,05/26/2021 01:10:00 PM,1430 W ADDISON ST,DRIVER,-87.66517202,41.94715911,POINT (-87.66517202 41.94715911)
P276043,JE455299,11/24/2021 01:48:00 AM,800 S WESTERN AVE,PASSENGER,-87.68631026,41.87111238,POINT (-87.68631026 41.87111238)
O647677,JC264279,05/15/2019 03:25:00 PM,8500 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60507031,41.74017704,POINT (-87.60507031 41.74017704)
O626988,JC217489,04/09/2019 10:15:00 AM,5401 W 63RD ST,DRIVER,-87.7569806,41.77803609,POINT (-87.7569806 41.77803609)
O1005928,JD453770,12/09/2020 03:58:00 AM,4647 S WESTERN AVE,DRIVER,-87.68429,41.808861,POINT (-87.68429 41.808861)
P263312,JE357187,08/31/2021 08:05:00 PM,1600 E 95TH ST,PASSENGER,-87.58500357,41.72244946,POINT (-87.58500357 41.72244946)
O678151,JC320340,06/24/2019 06:41:00 PM,8900 S CLYDE AVE,PEDESTRIAN,-87.5733478,41.73334986,POINT (-87.5733478 41.73334986)
O595609,JC172183,03/03/2019 11:34:00 AM,507 E PERSHING RD,DRIVER,-87.61493,41.699968,POINT (-87.61493 41.699968)
O915418,JD292201,07/10/2020 02:55:00 AM,501 S SACRAMENTO BLVD,PEDESTRIAN,-87.72779,41.895197,POINT (-87.72779 41.895197)
O1161811,JE337141,08/14/2021 12:35:00 PM,3558 N FREMONT,PEDESTRIAN,-87.65204404,41.94718679,POINT (-87.65204404 41.94718679)
O1350268,JF265772,06/03/2022 04:09:00 AM,9318 S VINCENNES AVE,DRIVER,-87.64967548,41.72445402,POINT (-87.64967548 41.72445402)
O787161,JC519436,11/21/2019 06:20:00 PM,8300 S EXCHANGE AVE,PEDESTRIAN,-87.5529,41.744581,POINT (-87.5529 41.744581)
O828422,JD126494,01/23/2020 11:40:00 PM,800 W 87TH ST,PEDESTRIAN,-87.64366,41.736183,POINT (-87.64366 41.736183)
O1131714,JE288010,07/03/2021 01:13:00 AM,5359 W BELMONT AVE,MOTORCYCLIST,-87.76147057,41.93852924,POINT (-87.76147057 41.93852924)
O1144182,JE308615,07/21/2021 03:56:00 AM,9458 S HALSTED ST,DRIVER,-87.64336192,41.72153443,POINT (-87.64336192 41.72153443)
O926873,JD312535,07/28/2020 08:03:00 AM,3401 W OGDEN AVE,DRIVER,-87.71024,41.856019,POINT (-87.71024 41.856019)
O1418467,JF393784,09/12/2022 09:24:00 PM,449 E 79TH ST,PEDESTRIAN,-87.6129789,41.75104183,POINT (-87.6129789 41.75104183)
O1263646,JF113836,01/15/2022 02:40:00 PM,836 W OHARE ST,PEDESTRIAN - PENDING,-87.90530913,41.97620114,POINT (-87.90530913 41.97620114)
O882856,JD230591,05/12/2020 03:57:00 PM,1208 E 83RD ST,MOTORCYCLIST,-87.59294,41.744224,POINT (-87.59294 41.744224)
O917328,JD295519,07/13/2020 03:50:00 AM,6327 S HARLEM AVE,MOTORCYCLIST,-87.80074,41.776597,POINT (-87.80074 41.776597)
O610256,JC197585,03/24/2019 08:45:00 AM,3600 N OAK PARK AVE,DRIVER,-87.79614,41.945566,POINT (-87.79614 41.945566)
O1219007,JE431316,11/02/2021 11:13:00 AM,10325 S COMMERCIAL AVE,PEDESTRIAN,-87.55345421,41.70745778,POINT (-87.55345421 41.70745778)
O655675,JC298443,06/09/2019 02:42:00 AM,1757 W 87TH ST,PEDESTRIAN,-87.66778,41.735617,POINT (-87.66778 41.735617)
O922720,JC479264,10/20/2019 02:18:00 AM,3402 W IRVING PARK RD,CYCLIST,-87.74195,41.94999,POINT (-87.74195 41.94999)
O1053144,JE158305,03/03/2021 06:09:00 PM,3457 S DR MARTIN LUTHER KING DR,PEDESTRIAN,-87.61683,41.83164,POINT (-87.61683 41.83164)
O1207368,JE413123,10/17/2021 07:30:00 PM,3031 S ARCHER AVE,PEDESTRIAN,-87.66218169,41.83947663,POINT (-87.66218169 41.83947663)
O1108070,JE250622,06/02/2021 12:25:00 AM,200 S LAKE SHORE DR,DRIVER,-87.61737571,41.87958569,POINT (-87.61737571 41.87958569)
O873681,JD212476,04/19/2020 03:30:00 PM,8501 S CICERO AVE,MOTORCYCLIST,-87.74083,41.738141,POINT (-87.74083 41.738141)
O969412,JD386567,10/02/2020 04:30:00 PM,617 S PULASKI RD,PEDESTRIAN,-87.72526,41.872973,POINT (-87.72526 41.872973)
O1055850,JE163553,03/09/2021 12:00:00 PM,6200 S ARCHER AVE,DRIVER,-87.77463,41.793942,POINT (-87.77463 41.793942)
P278533,JE474920,12/12/2021 12:45:00 PM,5301 N DUSABLE LAKE SHORE DR,PASSENGER,-87.65088926,41.97833081,POINT (-87.65088926 41.97833081)
O683110,JC329166,06/30/2019 07:30:00 PM,3416 N PONTIAC AVE,DRIVER,-87.83510477,41.94130489,POINT (-87.83510477 41.94130489)
O1100651,JE238781,05/22/2021 02:08:00 PM,2727 W CERMAK RD,MOTORCYCLIST,-87.69406896,41.85180873,POINT (-87.69406896 41.85180873)
O715980,JC390472,08/13/2019 10:03:00 AM,799 W 51ST ST,MOTORCYCLIST,-87.64528,41.801475,POINT (-87.64528 41.801475)
O1026835,JD463457,12/19/2020 11:08:00 AM,6902 S ASHLAND AVE,PEDESTRIAN,-87.66403,41.768398,POINT (-87.66403 41.768398)
O628138,JC229417,04/18/2019 04:55:00 PM,459 W 59TH ST,DRIVER,-87.63759914,41.78704274,POINT (-87.63759914 41.78704274)
P217431,JD358180,09/06/2020 04:27:00 AM,3000 S LAKE SHORE DR SB,DRIVER,-87.60938,41.839965,POINT (-87.60938 41.839965)
O1299571,JF176347,03/16/2022 07:37:00 PM,10934 S WESTERN AVE,PEDESTRIAN,-87.68139222,41.69457793,POINT (-87.68139222 41.69457793)
O1330147,JF230559,05/04/2022 09:20:00 PM,3821 N MILWAUKEE AVE,CYCLIST,-87.7421514,41.95039565,POINT (-87.7421514 41.95039565)
O891714,JD248163,05/31/2020 02:16:00 AM,9500 S JEFFERY AVE,DRIVER,-87.5755,41.722376,POINT (-87.5755 41.722376)
O908274,JD279345,06/28/2020 06:49:00 PM,8310 S LAWNDALE AVE,CYCLIST,-87.71451,41.741908,POINT (-87.71451 41.741908)
O1242236,JE470724,12/08/2021 06:53:00 AM,6531 63RD ST,PEDESTRIAN,-87.78498869,41.77751202,POINT (-87.78498869 41.77751202)
P247736,JE244216,05/27/2021 12:02:00 AM,325 S WESTERN AVE,PASSENGER,-87.68617406,41.87676371,POINT (-87.68617406 41.87676371)
O1164046,JE340739,08/16/2021 05:19:00 PM,1500 MUSEUM CAMPUS,CYCLIST,-87.6147279,41.86236581,POINT (-87.6147279 41.86236581)
O946990,JD347638,08/27/2020 10:22:00 PM,4800 S LAKE SHORE DR NB,DRIVER,-87.58719,41.808845,POINT (-87.58719 41.808845)
O1000584,JD442726,11/26/2020 11:03:00 PM,8700 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60497,41.736602,POINT (-87.60497 41.736602)
O1317030,JF207282,04/14/2022 12:40:00 AM,3213 E 106TH ST,DRIVER,-87.54579815,41.70265737,POINT (-87.54579815 41.70265737)
P179685,JC515931,11/17/2019 03:17:00 AM,400 E RANDOLPH ST,PASSENGER,-87.61725,41.884646,POINT (-87.61725 41.884646)
O979491,JD404192,10/19/2020 12:38:00 PM,3402 S WESTERN BLVD,DRIVER,-87.68478,41.831973,POINT (-87.68478 41.831973)
P186359,JD101193,01/01/2020 11:18:00 PM,1448 W 112TH PL,PASSENGER,-87.65875,41.689427,POINT (-87.65875 41.689427)
O1372273,JF305197,07/04/2022 04:42:00 PM,3002 E 91ST ST,DRIVER,-87.55110141,41.73018813,POINT (-87.55110141 41.73018813)
O1134239,JE292186,07/06/2021 02:20:00 PM,7900 S DOBSON AVE,MOTORCYCLIST,-87.59926708,41.75125766,POINT (-87.59926708 41.75125766)
O728919,JC415595,09/01/2019 12:00:00 AM,4550 W LAKE ST,CYCLIST,-87.74016,41.886399,POINT (-87.74016 41.886399)
P256162,JE304079,07/17/2021 01:35:00 AM,5050 S ARCHER,PASSENGER,-87.72637277,41.80134967,POINT (-87.72637277 41.80134967)
P290762,JF188673,03/27/2022 10:15:00 PM,4268 W MONTROSE AVE,PASSENGER,-87.73542802,41.96097183,POINT (-87.73542802 41.96097183)
P199374,JD209153,04/14/2020 07:22:00 PM,2701 E 100TH ST,PASSENGER,-87.55804,41.713243,POINT (-87.55804 41.713243)
O1185749,JE376992,09/17/2021 11:50:00 AM,4803 W DIVERSEY AVE,CYCLIST,-87.74679184,41.93142105,POINT (-87.74679184 41.93142105)
O1040748,JE139193,02/11/2021 07:27:00 PM,150 W 53RD ST,PEDESTRIAN,-87.62984,41.798345,POINT (-87.62984 41.798345)
O688492,JC339391,07/08/2019 02:55:00 AM,970 W SHERIDAN RD,DRIVER,-87.65578,41.99832,POINT (-87.65578 41.99832)
O955550,JD362835,09/10/2020 03:00:00 PM,4923 S DR MARTIN LUTHER KING JR DR,PASSENGER,-87.61633,41.805032,POINT (-87.61633 41.805032)
O1064326,JE178868,03/24/2021 10:22:00 PM,2215 W 47TH ST,PEDESTRIAN,-87.68042,41.808341,POINT (-87.68042 41.808341)
O1250080,JE484352,12/21/2021 12:02:00 AM,919 W PERSHING RD,DRIVER,-87.64904332,41.82330602,POINT (-87.64904332 41.82330602)
O845435,JD152093,02/14/2020 07:26:00 PM,3812 W 111TH ST,PEDESTRIAN,-87.71602,41.69144,POINT (-87.71602 41.69144)
O1185425,JE376393,09/16/2021 08:04:00 PM,757 N KEDZIE AVE,PEDESTRIAN,-87.7064046,41.8954079,POINT (-87.7064046 41.8954079)
O743709,JC443474,09/22/2019 12:00:00 AM,2030 N CICERO AVE,PEDESTRIAN,-87.74629,41.917887,POINT (-87.74629 41.917887)
O843754,JD153488,02/16/2020 03:36:00 AM,25 N CICERO AVE,DRIVER,-87.74517,41.881362,POINT (-87.74517 41.881362)
O1198260,JE397642,10/04/2021 12:23:00 PM,535 W 115TH ST,DRIVER,-87.6362511,41.6850449,POINT (-87.6362511 41.6850449)
O802830,JC547865,12/15/2019 01:38:00 PM,1032 W GARFIELD BLCD,DRIVER,-87.65118,41.794338,POINT (-87.65118 41.794338)
O981900,JD408581,10/23/2020 01:09:00 PM,6202 W HIGGINS AVE,CYCLIST,-87.78312,41.974871,POINT (-87.78312 41.974871)
O1226715,JE444542,11/14/2021 03:53:00 AM,5900 S ASHLAND AVE,PEDESTRIAN,-87.66453916,41.78665418,POINT (-87.66453916 41.78665418)
P126522,JC112400,01/11/2019 01:09:00 AM,77 W LOWER WACKER DR,PASSENGER,-87.63081,41.88668,POINT (-87.63081 41.88668)
O1012353,JD465243,12/21/2020 11:40:00 AM,901 W 63RD ST,PEDESTRIAN,-87.64726896,41.77959999,POINT (-87.64726896 41.77959999)
O1359477,JF281720,06/16/2022 09:58:00 AM,3351 W 16TH ST,PEDESTRIAN,-87.70990358,41.85892424,POINT (-87.70990358 41.85892424)
O1391467,JF342060,08/02/2022 09:30:00 PM,4010 W FIFTH AVE,PEDESTRIAN,-87.72593055,41.87296446,POINT (-87.72593055 41.87296446)
O1096325,JE231545,05/16/2021 12:35:00 AM,8300 DORCHESTER AVE,DRIVER,-87.59059504,41.74404884,POINT (-87.59059504 41.74404884)
O708920,JC376895,08/03/2019 03:10:00 PM,9400 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60466,41.724067,POINT (-87.60466 41.724067)
O941090,JD336968,08/18/2020 04:30:00 PM,4363 W MONTROSE AVE,MOTORCYCLIST,-87.73811,41.960722,POINT (-87.73811 41.960722)
O1091027,JE223080,05/02/2021 09:35:00 PM,100 N WESTERN AVE,MOTORCYCLIST,-87.68663247,41.88303658,POINT (-87.68663247 41.88303658)
O1062672,JE175802,03/22/2021 12:00:00 AM,6230 S HONORE ST,PEDESTRIAN,-87.67044,41.780257,POINT (-87.67044 41.780257)
O974813,JD395656,10/11/2020 04:20:00 AM,4768 S ARCHER AVE,PASSENGER,-87.71619,41.806923,POINT (-87.71619 41.806923)
O1249011,JE482309,12/19/2021 01:20:00 AM,6300  S STONY ISLAND AVE,DRIVER,-87.58659137,41.77966308,POINT (-87.58659137 41.77966308)
O568488,JC125235,01/22/2019 09:25:00 AM,8518 S COTTAGE GROVE AVE,PEDESTRIAN,-87.60506,41.739689,POINT (-87.60506 41.739689)
O990324,JD423779,11/07/2020 09:40:00 AM,2831 N CICERO AVE,DRIVER,-87.74648556,41.93249606,POINT (-87.74648556 41.93249606)
O687331,JC336780,07/06/2019 12:49:00 AM,1620 S HOMAN AVE,PEDESTRIAN,-87.71046,41.858363,POINT (-87.71046 41.858363)
O1165569,JE343573,08/20/2021 08:04:00 AM,3525 W FLOURNOY,PEDESTRIAN,-87.71421107,41.87256989,POINT (-87.71421107 41.87256989)
O808413,JC557210,12/23/2019 04:26:00 AM,8031 S LAKE SHORE DR,DRIVER,-87.54123,41.749509,POINT (-87.54123 41.749509)
O1371060,JF302917,07/02/2022 05:50:00 PM,701 S PULASKI RD,MOTORCYCLIST,-87.72525319,41.87249774,POINT (-87.72525319 41.87249774)
O1235481,JE458681,11/27/2021 11:38:00 PM,4400 W CERMAK RD,PEDESTRIAN,-87.73455933,41.8515092,POINT (-87.73455933 41.8515092)
P230791,JD469602,12/26/2020 03:12:00 AM,300 E 63RD ST,PASSENGER,-87.61882,41.780291,POINT (-87.61882 41.780291)
O1396578,JF352171,08/10/2022 09:05:00 PM,6317 N CICERO AVE,PEDESTRIAN,-87.74819308,41.99616329,POINT (-87.74819308 41.99616329)
P317079,JF410604,09/25/2022 11:30:00 PM,4355 S ARCHER AVE,PASSENGER,-87.70356218,41.81436814,POINT (-87.70356218 41.81436814)
O736098,JC428878,09/11/2019 12:00:00 AM,5245 W FULLERTON AVE,PEDESTRIAN,-87.75799,41.923973,POINT (-87.75799 41.923973)
P212207,JD316520,07/31/2020 03:43:00 PM,4780 S ARCHER AVE,PASSENGER,-87.71660108,41.8066509,POINT (-87.71660108 41.8066509)
P261791,JE345986,08/22/2021 11:38:00 AM,4013 S ROCKWELL,PASSENGER,-87.68952446,41.82067182,POINT (-87.68952446 41.82067182)
O954767,JD361351,09/09/2020 07:50:00 AM,2000 W WARREN BLVD,CYCLIST,-87.67679,41.88234,POINT (-87.67679 41.88234)
O1158823,JE321645,08/01/2021 12:28:00 AM,1588 W 74TH ST,DRIVER,-87.6635611,41.75934407,POINT (-87.6635611 41.75934407)
O1407517,JF372656,08/27/2022 03:35:00 AM,400 W 26TH ST,CYCLIST,-87.70847223,41.96365679,POINT (-87.70847223 41.96365679)
O780639,JC508491,11/13/2019 01:45:00 AM,13615 S TORRENCE AVE,DRIVER,-87.55915,41.647709,POINT (-87.55915 41.647709)
O1122355,JE272573,06/20/2021 12:25:00 AM,410 N CICERO AVE,MOTORCYCLIST,-87.74571338,41.88824133,POINT (-87.74571338 41.88824133)
O1077264,JE200673,04/15/2021 11:05:00 PM,146 S WESTERN AVE,DRIVER,-87.68652065,41.87894459,POINT (-87.68652065 41.87894459)
O1011218,JD463222,12/19/2020 03:23:00 AM,2000 W AUGUSTA BLVD,DRIVER,-87.67728,41.899659,POINT (-87.67728 41.899659)
O1134659,JE292895,07/07/2021 12:47:00 AM,7103 S ASHLAND AVE,PEDESTRIAN,-87.66364395,41.76480481,POINT (-87.66364395 41.76480481)
O627654,JC228512,04/17/2019 09:35:00 PM,6080 N CALDWELL AVE,MOTORCYCLIST,-87.7544,41.991424,POINT (-87.7544 41.991424)
O647819,JC264930,05/16/2019 01:32:00 AM,433 E 95TH ST,PEDESTRIAN,-87.61287,41.721804,POINT (-87.61287 41.721804)
O888299,JD240798,05/23/2020 08:56:00 PM,3851 W CHICAGO AVE,PEDESTRIAN,-87.72323,41.895283,POINT (-87.72323 41.895283)
P264086,JE362824,09/05/2021 07:10:00 PM,7000 N WESTERN AVE,PASSENGER,-87.69031084,42.00867159,POINT (-87.69031084 42.00867159)
O1080607,JE193857,04/08/2021 09:33:00 PM,3800 W HARRISON ST,PEDESTRIAN,-87.72040656,41.87362412,POINT (-87.72040656 41.87362412)
O705540,JC370669,07/30/2019 08:30:00 AM,4243 W ROOSEVELT RD,DRIVER,-87.73170774,41.8659683,POINT (-87.73170774 41.8659683)
P273788,JE437502,11/07/2021 09:01:00 PM,7400 S ASHLAND AVE,PASSENGER,-87.66378572,41.7593684,POINT (-87.66378572 41.7593684)
O921838,JD302966,07/19/2020 04:45:00 PM,5201 S CICERO AVE,DRIVER,-87.74278,41.798565,POINT (-87.74278 41.798565)
O1193471,JE389557,09/27/2021 06:25:00 PM,4916 N ELSTON AVE,PEDESTRIAN,-87.74319313,41.96983225,POINT (-87.74319313 41.96983225)
O1227763,JE445470,11/15/2021 12:51:00 AM,5907 W WENTWORTH AVE,DRIVER,-87.63016381,41.78702847,POINT (-87.63016381 41.78702847)
O1023661,JE111229,01/13/2021 12:30:00 AM,3300 E 100TH ST,DRIVER,-87.54322,41.713924,POINT (-87.54322 41.713924)
O620862,JC201118,03/27/2019 05:53:00 AM,3159 W ROOSEVELT RD,DRIVER,-87.70552,41.866298,POINT (-87.70552 41.866298)
O852152,JD168667,02/29/2020 12:35:00 AM,3730 W LAKE ST,CYCLIST,-87.7197,41.885242,POINT (-87.7197 41.885242)
,JD28028SB,06/01/2020 07:19:00 PM,2942 W 51ST ST,PEDESTRIAN,-87.69473503,41.8009659,POINT (-87.69473503 41.8009659)
O636655,JC245094,05/01/2019 08:45:00 AM,6125 N MILWAUKEE AVE,DRIVER,-87.78352149,41.99287544,POINT (-87.78352149 41.99287544)
O762632,JC477539,10/18/2019 04:11:00 PM,802 W GARFIELD BLVD,PEDESTRIAN,-87.64536048,41.79440996,POINT (-87.64536048 41.79440996)
O1284039,JF148420,02/18/2022 11:14:00 AM,8700 S JEFFERY BLVD,DRIVER,-87.57586271,41.73696313,POINT (-87.57586271 41.73696313)
O969768,JD386981,10/03/2020 01:52:00 AM,10833 S HALSTED,DRIVER,-87.64237,41.696855,POINT (-87.64237 41.696855)
O1313557,JF201098,04/08/2022 04:52:00 AM,3532 W 63RD ST,DRIVER,-87.71171973,41.77894241,POINT (-87.71171973 41.77894241)
O1013247,JD442688,11/26/2020 10:21:00 PM,5900 S ASHLAND AVE,DRIVER,-87.66454,41.786654,POINT (-87.66454 41.786654)
O928066,JD314576,07/29/2020 09:56:00 PM,4005 W DIVISION ST,PEDESTRIAN,-87.72654341,41.90255578,POINT (-87.72654341 41.90255578)
O1146773,JE312665,07/24/2021 04:00:00 PM,5316 N MILWAUKEE AVE,CYCLIST,-87.76907431,41.97693689,POINT (-87.76907431 41.97693689)
O695499,JC352198,07/17/2019 02:38:00 AM,805 S CENTRAL AVE,PEDESTRIAN,-87.76413,41.870013,POINT (-87.76413 41.870013)
O1231872,JE453060,11/21/2021 11:25:00 PM,9630 S TORRENCE,DRIVER,-87.55998637,41.71987569,POINT (-87.55998637 41.71987569)
O768206,JC487730,10/26/2019 10:10:00 PM,8749 S HALSTED ST,DRIVER,-87.64343,41.734449,POINT (-87.64343 41.734449)
P249020,JE253119,06/04/2021 06:29:00 AM,7840 S RACINE AVE,PASSENGER,-87.65389912,41.7511058,POINT (-87.65389912 41.7511058)
P308148,JF326723,07/21/2022 11:48:00 PM,5718 N BROADWAY,PASSENGER,-87.66028894,41.98605087,POINT (-87.66028894 41.98605087)
O1263726,JF114131,01/15/2022 07:17:00 PM,4303 W JACKSON BLVD,PEDESTRIAN,-87.73309551,41.87688519,POINT (-87.73309551 41.87688519)
O1330962,JF231906,05/06/2022 02:32:00 AM,1200 S DAMEN AVE,PEDESTRIAN,-87.67639524,41.86670667,POINT (-87.67639524 41.86670667)
O1255431,JE494142,12/31/2021 04:20:00 PM,5757 W BELMONT AVE,PEDESTRIAN,-87.77121584,41.93840288,POINT (-87.77121584 41.93840288)
O1107114,JE249059,05/31/2021 03:20:00 PM,7010 W GRAND AVE,DRIVER,-87.80124359,41.92366003,POINT (-87.80124359 41.92366003)
O1053786,JE158490,03/03/2021 09:30:00 PM,8502 S PULASKI RD,DRIVER,-87.7217,41.73841,POINT (-87.7217 41.73841)
